Products,Reactants,Spectators
'C1(=CC=CC=C1)C=1NC2=CC=CC=C2C1C',NC1=C(C=C(C(=O)OCC)C=C1)I; [Cl-].[Li+]; C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; [K+].[K+].[O-]C(=O)[O-]; C1(=CC=CC=C1)C#CC,['O=CN(C)C']
'Br-',[N+](=[N-])=C; CC1=CC=C(C=CC(=O)O)C=C1; [N+](=[N-])=C; BrN1C(=O)CCC1=O; N#CC(C)(C)N=NC(C)(C)C#N,[]
'NC=1C=C(C(=O)OC)C=CC1I',NC=1C=C(C(=O)O)C=CC1I; S(=O)(Cl)Cl; CO,[]
'Nc1ccccc1',BrC1=CC=C(N)C=C1,[]
'NC@H(CC@H1C@@H(NC(O1)=O)CC1=CC=CC=C1)CC1=CC=CC=C1',C(C)(C)(C)OC(=O)N[C@H](C[C@H]1[C@@H](NC(O1)=O)CC1=CC=CC=C1)CC1=CC=CC=C1; C1CCCO1,[]
'C(C)(C)(C)OC(=O)NC@H(CC@H1C@@H(NC(O1)=O)CC1=CC=CC=C1)CC1=CC=CC=C1',C(CCC(=O)O)(=O)O.N[C@@H](CC1=CC=CC=C1)[C@H](C[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C)O; C([O-])(O)=O.[Na+]; [OH-].[Na+]; Cl,"['C1CCCO1', 'O', 'CCCCCCC']"
'FC1=CC=C(C=C1)C=1CCN(CC1)S(=O)(=O)N1C(=NC=C1)C',Cl.FC1=CC=C(C=C1)C=1CCNCC1; FC(S(=O)(=O)[O-])(F)F.CC=1N(C=C[N+]1C)S(=O)(=O)N1C(=NC=C1)C; CC#N; CCN(CC)CC,[]
'FC(C(=O)O)(F)F.NC@H(C(=O)OC)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)F',C(C)(C)(C)OC(=O)N[C@H](C(=O)OC)CC1=CC(=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O)F; OC(=O)C(F)(F)F,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)C',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)C; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; NCCCCOC1=C(C(=O)OC)C(=CC=C1)O; C(C)(C)N(C(C)C)CC,[]
'C(C1=CC=CC=C1)OC(NC@@H(CC1=CC=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O)C(N)=O)=O',FC(C(=O)O)(F)F.N[C@H](C(=O)N)CC1=CC=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O; C(C)(C)N(C(C)C)CC; ClC(=O)OCC1=CC=CC=C1,[]
'C(C)(C)(C)N1S(C(=CC1=O)C1=C(C=C(C=C1)C)F)(=O)=O',FC1=C(C=CC(=C1)C)B(O)O; C(C)(C)(C)N1S(C(=CC1=O)Cl)(=O)=O; ClCCl; CCN(CC)CC,[]
'O=S1(NC(CC1C1=CC=C(CN(C(C2=CC=NC=C2)=O)CCC2=CC=C(C=C2)OC2=CC=CC=C2)C=C1)=O)=O',FC(C(=O)O)(F)F.O(C1=CC=CC=C1)C1=CC=C(C=C1)CCNCC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O; CC(=O)OC(C)=O; CN1C(CCC1)=O; CN1C(CCC1)=O,[]
'BrC=1C=C(C=CC1I)CC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1',C1(=CC=CC=C1)C(=O)CC1=CC=CC=C1; CC(C)([O-])C.[K+]; BrC1=C(C=CC(=C1)CBr)I,[]
'O=S1(NC(CC1C1=CC=C(COCC2=CC=C(OC3=C(C(=O)OC)C(=CC=C3)OC)C=C2)C=C1)=O)=O',[BH4-].[Li+]; O=S1(NC(C=C1C1=CC=C(COCC2=CC=C(OC3=C(C(=O)OC)C(=CC=C3)OC)C=C2)C=C1)=O)=O,[]
'C(C)(=O)OCC1=CC(=C(C=C1)C1C(C(N(S1(=O)=O)OCCSi(C)(C)C)=O)C)Br',C(C)(=O)OCC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br; C(C)(C)N(C(C)C)CC; C[Si](CCOCCl)(C)C,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; NCCCCOC1=C(C(=O)OC)C(=CC=C1)O; C(C)(C)N(C(C)C)CC,[]
'C(C)(C)(C)NC(N(CCC1=CC=C(C=C1)OC1=CC=CC=C1)CC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O)=O',FC(C(=O)O)(F)F.O(C1=CC=CC=C1)C1=CC=C(C=C1)CCNCC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O; C(C)(C)(C)N=C=O,['CN1C(CCC1)=O']
'C(C)(C)(C)N1S(C(CC1=O)C1=C(C=C(C=O)C=C1)F)(=O)=O',C(C)(C)(C)N1S(C(CC1=O)C1=C(C=C(C=C1)C(Br)Br)F)(=O)=O; CCO,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)NCCCCOC1=C(C(=O)O)C(=CC=C1)O)CC=1C=C(C(=CC1)C1CC(NS1(=O)=O)=O)C1=CC=CC=C1',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br; OB(O)c1ccccc1; [Na+].[Na+].[O-]C([O-])=O,"['Cc1ccccc1', 'C1COCCO1']"
'BrC1=C(C=C(C=C1)CO)C',BrC1=C(C=C(C(=O)OC)C=C1)C,[]
'BrC=1C=C(C=CC1C1=CC(N(S1(=O)=O)C(C)(C)C)=O)CC@@H(C=1N(C(=CN1)C1=CC=CC=C1)COCCSi(C)(C)C)NC(OC(C)(C)C)=O',BrC=1C=C(C=CC1I)C[C@@H](C=1N(C(=CN1)C1=CC=CC=C1)COCC[Si](C)(C)C)NC(OC(C)(C)C)=O; C(C)(C)(C)N1S(C=CC1=O)(=O)=O; CCN(CC)CC; CN(C=O)C,[]
'FC(C(=O)O)(F)F.C(C)(C)(C)OC(NCC1N(CCC2=C1SC(=C2)C2=CC(N(S2(=O)=O)C(C)(C)C)=O)CC2=CC=C(C=C2)OC)=O',C(C)(C)(C)N1S(C(=CC1=O)Cl)(=O)=O; FC(C(=O)O)(F)F.C(C)(C)(C)OC(=O)NCC1N(CCC2=C1SC(=C2)B(O)O)CC2=CC=C(C=C2)OC,[]
'ClC=1C=C(CC@@H(C(NCC(C2=CC=CC=C2)=O)=O)NC(OC(C)(C)C)=O)C=CC1I',C(C)(C)(C)OC(=O)N[C@H](C(=O)O)CC1=CC(=C(C=C1)I)Cl; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; Cl.NCC(=O)C1=CC=CC=C1; C(C)(C)N(C(C)C)CC,[]
'ClC=1C=C(C=CC1C1CC(NS1(=O)=O)=O)CC(C(=O)NCCCCC1=CC=CC=C1)NS(=O)(=O)C1=CC=CC=C1',ClC=1C=C(C=CC1C1CC(NS1(=O)=O)=O)C[C@@H](C(=O)O)NS(=O)(=O)C1=CC=CC=C1; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; C1(=CC=CC=C1)CCCCN; C(C)(C)N(C(C)C)CC,[]
'BrC1=C(C=CC(=C1)C(=O)OC)C(CC(=O)OC)S(=O)(=O)O',BrC=1C=C(C(=O)OC)C=CC1\C=C\C(=O)OC; S([O-])(O)=O.[Na+],[]
'Cl.C(C)OC(C(CC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O)NS(=O)(=O)C1=CC(=CC=C1)C(F)(F)F)=N',C(C)(C)(C)N1S(C(=CC1=O)C1=CC=C(C=C1)CC(C#N)NS(=O)(=O)C1=CC(=CC=C1)C(F)(F)F)(=O)=O; CCO; Cl,[]
'N1C(=NC2=C1C=CC=C2)C2(NC(CC2)=O)CC2=CC=C(C=C2)C2CC(NS2(=O)=O)=O',NC1=C(C=CC=C1)NC(=O)C1(NC(CC1)=O)CC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O,[]
'FC(C(=O)O)(F)F.C(C)(C)(C)N1S(C(CC1=O)C1=CC2=C(C(N(CC2)CC2=CC=C(C=C2)OC)CNC(=O)C=2NC3=CC=C(C=C3C2)F)S1)(=O)=O',FC(C(=O)O)(F)F.C(C)(C)(C)N1S(C(=CC1=O)C1=CC2=C(C(N(CC2)CC2=CC=C(C=C2)OC)CNC(=O)C=2NC3=CC=C(C=C3C2)F)S1)(=O)=O; [H][H]; [BH4-].[Na+],[]
'C(C)(C)(C)OC(=O)NC@@H(CC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O)C(=O)OCC1=CC=CC=C1',C(C1=CC=CC=C1)OC([C@H](CC1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C)NC(=O)OC(C)(C)C)=O; C(C)(C)(C)N1S(C(=CC1=O)Cl)(=O)=O; ClCCl; C([O-])([O-])=O.[K+].[K+],[]
'C(C)(C)(C)N1S(C(CC1=O)C1=CC=C(CC2(NC(CC2)=O)C(=O)OCC)C=C1)(=O)=O',C(C)(C)(C)N1S(C(=CC1=O)C1=CC=C(CC2(NC(CC2)=O)C(=O)OCC)C=C1)(=O)=O; [H][H],[]
'NC1=C(C=C(C=C1)CC@@H(C(=O)OCC1=CC=CC=C1)NC(=O)OC(C)(C)C)Cl',NC1=CC=C(C=C1)C[C@@H](C(=O)OCC1=CC=CC=C1)NC(=O)OC(C)(C)C; ClN1C(=O)CCC1=O,[]
'O(C1=CC=CC=C1)C1=CC=C(COCC2=CC=C(C=C2)C2CC(NS2(=O)=O)=O)C=C1',[BH4-].[Li+]; O(C1=CC=CC=C1)C1=CC=C(COCC2=CC=C(C=C2)C2=CC(NS2(=O)=O)=O)C=C1,[]
'FC(C(=O)O)(F)F.NC@H(C(=O)OC)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)C',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)OC)CC1=CC(=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O)C; OC(=O)C(F)(F)F,[]
'OCC1=CC=C(C=C1)C1=CC=C(C=C1)S(=O)(=O)N',CS(=O)(=O)C=1C=C(C=CC1)C1=CC=C(C=C1)CO; BrC1=CC=C(C=C1)S(=O)(=O)N,[]
'FC(C(=O)O)(F)F.C(#N)C=1C=C(C=CC1C1CC(NS1(=O)=O)=O)CC@@H(C=1NC(=CN1)C1=CC=CC=C1)NS(=O)(=O)C1=CC=CC=C1',FC(C(=O)O)(F)F.BrC=1C=C(C=CC1C1CC(NS1(=O)=O)=O)C[C@@H](C=1NC(=CN1)C1=CC=CC=C1)NS(=O)(=O)C1=CC=CC=C1; CN(C=O)C,[]
'CSC1=C(C=CC=C1)O',SC1=C(C=CC=C1)O; [OH-].[Na+]; CI,[]
'BrC=1C=C(C=CC1I)CC@@H(C=1NC(=CN1)C1=CC=CC=C1)NC(OC(C)(C)C)=O',BrC=1C=C(C[C@@H](C(NCC(C2=CC=CC=C2)=O)=O)NC(OC(C)(C)C)=O)C=CC1I; [NH4+].CC([O-])=O; CN(C=O)C,[]
'CS(=O)(=O)C1=C(OC2=CC=C(C=O)C=C2)C=CC=C1',FC1=CC=C(C=O)C=C1; CS(=O)(=O)C1=C(C=CC=C1)O; C([O-])([O-])=O.[K+].[K+],[]
'BrC1=C(C=C(C=O)C=C1)C',CS(C)=O; ClC(=O)C(=O)Cl; BrC1=C(C=C(C=C1)CO)C; CCN(CC)CC,[]
'C(C)(C)(C)N1S(C(=CC1=O)C1=CC=C(C=C1)CCNS(=O)(=O)C1=CC=C(C=C1)OC1=CC=CC=C1)(=O)=O',FC(C(=O)O)(F)F.NCCC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O; CCN(CC)CC; O(C1=CC=CC=C1)C1=CC=C(C=C1)S(=O)(=O)Cl,[]
'C(C)(C)(C)OC(=O)NC@H(C(=O)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)F',FC(C(=O)O)(F)F.N[C@H](C(=O)OC)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)F; C(C)(C)(C)OC(=O)OC(=O)OC(C)(C)C; CCN(CC)CC,[]
'C(C)(C)(C)OC(NC@@H(CC1=CC=C(C=C1)C1=CC(N(S1)C(C)(C)C)=O)C(N)=O)=O',C(C)(C)(C)OC(=O)N[C@H](C(=O)O)CC1=CC=C(C=C1)C1=CC(N(S1)C(C)(C)C)=O; c1ccncc1,['O1CCOCC1']
'O-C(=O)C(F)(F)F',FC(C(=O)O)(F)F.N1C(=NC2=C1C=CC=C2)[C@H](CC2=CC=C(C=C2)C2CC(N(S2(=O)=O)C(C)(C)C)=O)NS(=O)(=O)C2=CC(=C(C=C2)Br)C(F)(F)F; OC(=O)C(F)(F)F; C([O-])([O-])=O.[K+].[K+]; OB(O)c1ccccc1,[]
'O(C1=CC=CC=C1)C1=CC=C(COCC2=CC=C(C=C2)C2=CC(NS2(=O)=O)=O)C=C1',OCC1=CC=C(C=C1)C1=CC(NS1(=O)=O)=O; O(C1=CC=CC=C1)C1=CC=C(C=O)C=C1; C(C)[SiH](CC)CC; C(C)[SiH](CC)CC,"['Cl', 'C1COCCO1']"
'BrC=1C=C(C=CC1C1CC(NS1(=O)=O)=O)CC@@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)NS(=O)(=O)C1=CC=CC=C1',BrC=1C=C(C=CC1C1CC(NS1(=O)=O)=O)C[C@@H](C(=O)O)NS(=O)(=O)C1=CC=CC=C1; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; C(C)(C)N(C(C)C)CC; Cl.NCCCCOC1=C(C(=O)OC)C(=CC=C1)O,[]
'N1C(=NC2=C1C=CC=C2)C@H(CC2=CC(=C(C=C2)I)Br)NC(OC(C)(C)C)=O',NC1=C(C=CC=C1)NC([C@H](CC1=CC(=C(C=C1)I)Br)NC(OC(C)(C)C)=O)=O,[]
'BrC1=C(C=CC(=C1)CO)/C=C/C(=O)OC',BrC=1C=C(C=CC1I)CO; C(C=C)(=O)OC; C([O-])([O-])=O.[K+].[K+]; CCOC(C)=O,[]
'C(C)(C)(C)OC(=O)N\\C(\\C(=O)OC)=C/C1=CC(=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O)F',C(C)(C)(C)OC(=O)NC(C(=O)OC)P(=O)(OC)OC; N12CCCCCC2=NCCC1; C(C)(C)(C)N1S(C(CC1=O)C1=C(C=C(C=O)C=C1)F)(=O)=O,[]
'N1C(=NC2=C1C=CC=C2)C@H(CC2=CC(=C(C=C2)C2CC(NS2(=O)=O)=O)Br)NC(OCC2=CC=CC=C2)=O',NC1=C(C=CC=C1)NC([C@H](CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br)NC(OCC1=CC=CC=C1)=O)=O,[]
'C(C1=CC=CC=C1)C@H(NC(NC@H(C(NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)=O)CC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O)=O)C(OC)=O',N[C@H](C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O; C(C)(C)N(C(C)C)CC; COC([C@H](CC1=CC=CC=C1)N=C=O)=O,[]
'C(C)(C)(C)N1S(C(=CC1=O)C1=CC=C(C=C1)CO)(=O)=O',C(C)(C)(C)N1S(C(=CC1=O)Cl)(=O)=O; OCC1=CC=C(C=C1)B(O)O,[]
'C(C)(C)(C)OC(=O)NCCC1=CC=C(C=C1)OS(=O)(=O)C(F)(F)F',C(C)(C)(C)OC(NCCC1=CC=C(C=C1)O)=O; c1ccncc1; FC(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F; O,[]
'FC(C(=O)O)(F)F.NCCC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O',C(C)(C)(C)OC(NCCC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O)=O; OC(=O)C(F)(F)F,[]
'BrC=1C=C(C=CC1I)CC@@H(C=1N(C(=CN1)C1=CC=CC=C1)COCCSi(C)(C)C)NC(OC(C)(C)C)=O',BrC=1C=C(C=CC1I)C[C@@H](C=1NC(=CN1)C1=CC=CC=C1)NC(OC(C)(C)C)=O; C[Si](CCOCCl)(C)C; C(C)(C)N(C(C)C)CC; C(Cl)Cl,[]
'FC(C(=O)O)(F)F.N1C(=NC2=C1C=CC=C2)C@H(CC2=CC=C(C=C2)C2CC(NS2(=O)=O)=O)NC(=O)NCC(=O)OCC',N1C(=NC2=C1C=CC=C2)[C@H](CC2=CC=C(C=C2)C2CC(N(S2(=O)=O)C(C)(C)C)=O)NC(=O)NCC(=O)OCC; OC(=O)C(F)(F)F,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)OC)CC1=CC(=C(C=C1)C1CC(N(S1(=O)=O)COCCSi(C)(C)C)=O)Br',C(C1=CC=CC=C1)OC(=O)N\C(\C(=O)OC)=C/C1=CC(=C(C=C1)C1CC(N(S1(=O)=O)COCC[Si](C)(C)C)=O)Br,[]
'C(C)(C)(C)OC(NCC1N(CCC2=C1SC=C2)CC2=CC=C(C=C2)OC)=O',Cl.COC1=CC=C(CNCCC2=CSC=C2)C=C1; O=CCNC(OC(C)(C)C)=O,[]
'C(C)(C)(C)OC(NCCC1=CC=C(C=C1)O)=O',Cl.NCCC1=CC=C(C=C1)O; C([O-])(O)=O.[Na+]; CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,['O']
'C(C)(C)(C)OC(NCCC1=CC=C(C=C1)O)=O',NCCC1=CC=C(C=C1)O; Cl; C([O-])(O)=O.[Na+]; C(C)(C)(C)OC(=O)OC(=O)OC(C)(C)C,['O']
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; Cl.NCCCCOC1=C(C(=O)OC)C(=CC=C1)O; C(C)(C)N(C(C)C)CC,[]
'C(=O)C1=CC=C(OC2=C(C(=O)OC)C(=CC=C2)OC)C=C1',FC1=CC=C(C=O)C=C1; OC1=C(C(=O)OC)C(=CC=C1)O; C([O-])([O-])=O.[K+].[K+]; CCCCCC,['CN(C=O)C']
'C(C1=CC=CC=C1)OC(=O)NC@@H(CC1=CC(=C(C=C1)B(O)O)C)C(=O)OC',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)OC)CC1=CC(=C(C=C1)B1OC(C(O1)(C)C)(C)C)C; I(=O)(=O)(=O)[O-].[Na+]; O1CCCC1; [NH4+].CC([O-])=O,['CCOC(C)=O']
'BrC=1C=C(C=CC1C1CC(N(S1(=O)=O)C(C)(C)C)=O)CC@@H(C=1N(C(=CN1)C1=CC=CC=C1)COCCSi(C)(C)C)NC(OC(C)(C)C)=O',BrC=1C=C(C=CC1C1=CC(N(S1(=O)=O)C(C)(C)C)=O)C[C@@H](C=1N(C(=CN1)C1=CC=CC=C1)COCC[Si](C)(C)C)NC(OC(C)(C)C)=O,[]
'BrC1=C(C=CC(=C1)CC(C(C1=CC=CC=C1)=O)C1=CC=CC=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O',BrC=1C=C(C=CC1I)CC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1; C(C)(C)(C)N1S(C=CC1=O)(=O)=O; CCN(CC)CC,[]
'C(C)(C)(C)N1S(C(CC1=O)C1=C(C=C(C=C1)C)F)(=O)=O',C(C)(C)(C)N1S(C(=CC1=O)C1=C(C=C(C=C1)C)F)(=O)=O; [H][H],[]
'C(C)(C)(C)OC(=O)NC@H(C(=O)OC)CC1=CC(=C(C=C1)I)Cl',NC1=C(C=C(C=C1)C[C@@H](C(=O)OC)NC(=O)OC(C)(C)C)Cl; N(=O)[O-].[Na+]; [K+].[I-],"['Cl', 'O']"
'NC(N)=O',FC(C(=O)O)(F)F.FC(C(=O)O)(F)F.N[C@@H](CC1=CC=C(C=C1)C1CC(N(S1(=O)=O)C(C)(C)C)=O)C1=NC2=C(N1)C=C(C=C2)Cl; CCN(CC)CC; N(=C=S)C1=CC=CC=C1,[]
'BrC=1C=C(C(=O)OC)C=CC1C1CC(NS1(=O)=O)=O',NS(=O)(=O)C(CC(=O)OC)C1=C(C=C(C(=O)OC)C=C1)Br; C[O-].[Na+],[]
'C(C)(C)(C)OC(=O)NC@H(C(=O)OCC1=CC=CC=C1)CC1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C',C(C)(C)(C)OC(=O)N[C@H](C(=O)OCC1=CC=CC=C1)CC1=CC=C(C=C1)OS(=O)(=O)C(F)(F)F; C1(CCCCC1)P(C1CCCCC1)C1CCCCC1; [K+].CC([O-])=O; CC1(OB(OC1(C)C)B1OC(C(O1)(C)C)(C)C)C,[]
'FC(C(=O)O)(F)F.NCCC1=CC=C(C=C1)C1=CC(NS1(=O)=O)=O',NCCC1=CC=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O; C(C)(C)[SiH](C(C)C)C(C)C; OC(=O)C(F)(F)F,[]
'NC1=C(C=CC=C1)NC(C@H(CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br)NC(OCC1=CC=CC=C1)=O)=O',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; C=1(C(=CC=CC1)N)N; C(C)(C)N(C(C)C)CC,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)OC)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)Br',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)OC)CC1=CC(=C(C=C1)C1CC(N(S1(=O)=O)COCC[Si](C)(C)C)=O)Br; OC(=O)C(F)(F)F,[]
'CS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)CO',CS(=O)(=O)C=1C=C(C=CC1)C1=CC=C(C=C1)CO; BrC1=CC=C(C=C1)S(=O)(=O)C,[]
'BrC=1C=C(C(=O)OC)C=CC1\\C=C\\C(=O)OC',BrC=1C=C(C(=O)OC)C=CC1I; C(C=C)(=O)OC; C([O-])([O-])=O.[K+].[K+]; CCOC(C)=O,[]
'O=S1(NC(CC1C1=CC=C(CC2(NC(CC2)=O)C=O)C=C1)=O)=O',C(C)(C)(C)N1S(C(CC1=O)C1=CC=C(CC2(NC(CC2)=O)C=O)C=C1)(=O)=O; OC(=O)C(F)(F)F,[]
'NS(=O)(=O)C(CC(=O)OC)C1=C(C=C(C(=O)OC)C=C1)Br',N1=CC=CC=C1.BrC1=C(C=CC(=C1)C(=O)OC)C(CC(=O)OC)S(=O)(=O)O; ClP(Cl)(Cl)(Cl)Cl; [OH-].N,[]
'FC(C(=O)NC@H(C(=O)NCCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)F)(C)F',FC(C(=O)O)(C)F; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; FC(C(=O)O)(F)F.N[C@H](C(=O)NCCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC(=C(C=C1)C1CC(NS1(=O)=O)=O)F; C(C)(C)N(C(C)C)CC,[]
'O=S1(NC(CC1C1=CC=C(C=C1)CC@@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)NC(=O)C@H1NC(CC1)=O)=O)=O',O=C1CC[C@H](N1)C(=O)O; [P-](F)(F)(F)(F)(F)F.C[N+](=C(ON1N=NC2=C1N=CC=C2)N(C)C)C; C(C)(C)N(C(C)C)CC; N[C@H](C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC1=CC=C(C=C1)C1CC(NS1(=O)=O)=O,[]
'C(C1=CC=CC=C1)S',S(N)(=O)(=O)C=1C=C(C=CC1)C1=CC=C(C=C1)CSC(C)=O; C[O-].[Na+],['O1CCCC1']
'C(C)(C)(C)OC(=O)NC@H(C(=O)OC)CC1=CC(=C(C=C1)C1=CC(N(S1(=O)=O)C(C)(C)C)=O)Cl',C(C)(C)(C)N1S(C=CC1=O)(=O)=O; C(C)(C)(C)OC(=O)N[C@H](C(=O)OC)CC1=CC(=C(C=C1)I)Cl; CCN(CC)CC,[]
'C(C)(C)(C)N1SC(=CC1=O)C1=CC=C(C=C1)CC(=O)O',COC(CC1=CC=C(C=C1)C1=CC(N(S1)C(C)(C)C)=O)=O; [OH-].[Li+],['C1CCCO1']
'BrC1=C(C=CC(=C1)CBr)C1CC(NS1(=O)=O)=O',BrC1=C(C=CC(=C1)CO)C1CC(NS1(=O)=O)=O; C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; C(Br)(Br)(Br)Br,[]
'BrC=1C=C(C=O)C=CC1C1C(C(N(S1(=O)=O)OCCSi(C)(C)C)=O)C',BrC1=C(C=CC(=C1)CO)C1C(C(N(S1(=O)=O)OCC[Si](C)(C)C)=O)C,[]
'C(C1=CC=CC=C1)OC(=O)NC@H(C(=O)NCCCCOC1=C(C(=O)OC)C(=CC=C1)O)CC=1C=C(C(=CC1)C1CC(NS1(=O)=O)=O)C1=CC=CC=C1',C(C1=CC=CC=C1)OC(=O)N[C@H](C(=O)O)CC=1C=C(C(=CC1)C1CC(NS1(=O)=O)=O)C1=CC=CC=C1; [P-](F)(F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C; NCCCCOC1=C(C(=O)OC)C(=CC=C1)O; C(C)(C)N(C(C)C)CC,[]
'C(C)(C)(C)OC(=O)NC@H(C(=O)OC)CC1=CC=C(C=C1)N+(=O)O-',C(C)(C)(C)OC(=O)N[C@H](C(=O)O)CC1=CC=C(C=C1)[N+](=O)[O-]; C([O-])(O)=O.[Na+]; CI,[]
